labels,Text
Sports,"Ferrero eyes return to top form

Former world number one Juan Carlos Ferrero insists he can get back to his best despite a tough start to 2005.

The 2003 French Open champion has slipped to 64 in the world after a year of illness and injuries in 2004, but is confident that his form will return. ""I don't know when it is going to happen,"" Ferrero told BBC Sport. ""But I have a lot of confidence in me that I will be the same Juan Carlos as I was before, and very soon. I feel 100% again mentally."" The 25-year-old Spaniard joins a top field for the ABN AMRO World Tennis Tournament in Rotterdam this week as he looks to add to just two wins in 2005. He opens against Rainer Schuettler and potentially faces fourth seed David Nalbandian in the second round. ""Because I'm no longer seeded it's tougher,"" Ferrero admitted. ""I had to play against Joachim Johansson in the first round last week in Marseille.

""In the past when I was a top seed I would have played a match like that in the quarters or semi-finals. ""This is the big difference but I have to do it to get higher in the rankings."" Despite this, Ferrero insists he is feeling positive after chicken pox and a rib injury destroyed last season. ""Physically I am 100% since December of last year,"" said Ferrero. ""I was working very hard before the Davis Cup final to prepare and I've felt 100% from then until now. ""The difficult moments were when I knew that I had the chicken pox and that it would take two or three months to recover. ""I had to start from zero again physically because the virus left me at zero per cent. ""When I started to come back I had my rib broken when I fell on court and that was another two months out. Those five months were pretty difficult for me.""

Among the low points of a difficult year for Ferrero was the decision of Spain captain Jordi Arrese to drop him for the Davis Cup final against the USA. ""It was difficult because I had been playing well for the whole year and the coaches told me that I would play,"" said Ferrero. ""But then I had some problems with my hand two days before the Friday matches so they decided to choose Nadal instead. ""It was difficult for me not to be in the Friday matches but I had to understand. ""Inside me I wanted to play but this was the decision of the captain and they had to make it."""
Sports,"Safin slumps to shock Dubai loss

Marat Safin suffered a shock loss to unseeded Nicolas Kiefer in round one of the Dubai Tennis Championships.

Playing his first match since winning the Australian Open, Safin showed some good touches but was beaten 7-6 (7-2) 6-4 by the in-form Kiefer. The German got on top in the first-set tie-break, striking a sweet forehand to win the first point against serve. And he maintained the momentum early in the second set, breaking the Russian with the help of an inspired volley. Spain's Feliciano Lopez lined up a second round clash with Andre Agassi by beating Thailand's Paradorn Srichaphan. Lopez, who lost in three sets to Roger Federer in last year's final, won 6-2 3-6 6-3. Former champion Fabrice Santoro of France was beaten 6-3 6-0 by sixth seeded Russian Nikolay Davydenko. There were also wins for two other Russians, Igor Andreev and seventh seed Mikhail Youzhny."
Sports,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area to power home a header from the resultant cross. Wanderers hit back through Stelios Giannakopoulos, who ended a fluid passing move with a well-struck volley. But Dyer had the last word in a game of few chances, pouncing on a loose ball after Alan Shearer's shot was blocked and firing into the top corner. Neither side lacked urgency in the early stages of the game, with plenty of tackles flying in, but opportunities in front of goal were harder to come by. Bolton keeper Jussi Jaaskelainen had to make two saves in quick succession midway through the first-half - keeping out Shearer's low shot and Dyer's close-range header - but that was the only goalmouth action of note. And it was almost out of nothing that the Magpies took the lead on 35 minutes. Bowyer found space with a neat turn on the half-way line and striding forward picked out Carr to his right. He then continued his run and with perfect timing made his way into the box where he met Carr's cross with a downward header into the far corner. Bolton had produced little going forward at this point but they responded well.

They were level within six minutes thanks to a smart finish from Giannakopoulos. Jay-Jay Okocha twisted and turned on the edge of the area and after a neat exchange of passes involving Kevin Davies and Gary Speed, the Greek striker found the bottom corner with a first-time strike. The Magpies were opened up again before half-time as Davies set Giannakopoulos in space and Given had to block at his near post. But the home side survived, and they should have re-taken the lead with the first meaningful attack of the second half. Fernando Hierro cynically chopped down Dyer on the edge of the area with the midfielder clean through. But the veteran defender escaped with a booking as there were other defenders nearby, and from the resultant free-kick Laurent Robert curled the ball just wide. Bolton were creating little going forward and they seemed content to frustrate the Magpies. Their strategy seemed to be working until the 69th minute. Alan Shearer's snap-shot was charged down and Dyer reacted first to smash the ball past the despairing Jaaskelainen from six yards.

- Bolton boss Sam Allardyce ""I am bitterly disappointed with the result, but I am probably more disappointed with the second-half performance. ""In the first half we had put them under a lot of pressure, and our goal matched theirs in quality. ""I thought it would lift us and that they might be tired after playing a lot of games, but unfortunately we were not up for the battle in the second half. ""We allowed them to heap too much pressure on us, and in the end we cracked."" 
 - Newcastle boss Graeme Souness ""We deserved the win. We had a really good second half. ""Bolton are a difficult side to play. You have to match them physically first but we did that, and then we played some football. ""We had a slow first 45 minutes when we looked a bit tired but we got going after that. The scoreline flattered them and we could have had one or two more goals."" Newcastle: Given, Carr, Boumsong, Bramble, Babayaro, Dyer, Faye, Bowyer, Robert (Jenas 77), Ameobi, Shearer. Subs Not Used: Butt, Harper, Milner, Hughes. Goals: Bowyer 35, Dyer 69. Bolton: Jaaskelainen, Hunt (Fadiga 14), N'Gotty, Ben Haim, Candela, Giannakopoulos, Okocha (Vaz Te 77), Hierro (Campo 64), Speed, Gardner, Davies. Subs Not Used: Jaidi, Poole. Booked: Ben Haim, Hierro. Goals: Giannakopoulos 41. Att: 50,430 Ref: S Dunn (Gloucestershire)."
Sports,"Henman overcomes rival Rusedski

Tim Henman saved a match point before fighting back to defeat British rival Greg Rusedski 4-6 7-6 (8-6) 6-4 at the Dubai Tennis Championships on Tuesday.

World number 46 Rusedski broke in the ninth game to take a tight opening set. Rusedski had match point at 6-5 in the second set tie-break after Henman double-faulted, but missed his chance and Henman rallied to clinch the set. The British number one then showed his superior strength to take the decider and earn his sixth win over Rusedski. Serve was held by both players with few alarms until the seventh game of the final set, when Rusedski's wild volley gave Henman a vital break. A furious Rusedski slammed his racket onto the ground in disgust and was warned by the umpire.

Henman, seeded three, then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead. Rusedski won his service game but Henman took the first of his three match points with a service winner to secure his place in the second round at Dubai for the first time in three years. It was the first match between the pair for three years - Henman last lost to Rusedski six years ago - and lasted two hours and 40 minutes. The pair are now likely to only face each other on court as rivals - rather than as team-mates - after Henman decided to retire from Davis Cup tennis leaving Rusedski to lead the team out against Israel on 4-6 March. Henman, who now faces Russian Igor Andreev in the last 16, admitted afterwards it was difficult coming up against his compatriot on a fast surface. ""You just take it point by point when you're fighting to stay in the match,"" he said. ""I had to keep playing aggressively and competing to get a chance. ""I now have to recover in time for the next match because the body doesn't recover as quick as it used to, especially after two hours and 40 minutes."""
Sports,"Hansen 'delays return until 2006'

British triple jumper Ashia Hansen has ruled out a comeback this year after a setback in her recovery from a bad knee injury, according to reports.

Hansen, the Commonwealth and European champion, has been sidelined since the European Cup in Poland in June 2004. It was hoped she would be able to return this summer, but the wound from the injury has been very slow to heal. Her coach Aston Moore told the Times: ""We're not looking at any sooner than 2006, not as a triple jumper."" Moore said Hansen may be able to return to sprinting and long jumping sooner, but there is no short-term prospect of her being involved again in her specialist event. ""There was a problem with the wound healing and it set back her rehabilitation by about two months, but that has been solved and we can push ahead now,"" he said. ""The aim is for her to get fit as an athlete - then we will start looking at sprinting and the long jump as an introduction back to the competitive arena."" Moore said he is confident Hansen can make it back to top-level competition, though it is unclear if that will be in time for the Commonwealth Games in Melbourne next March, when she will be 34. ""It's been a frustrating time for her, but it has not fazed her determination,"" he added."
Sports,"Isinbayeva claims new world best

Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.

It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season."""
Sports,"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.

Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year. But compatriot Kenenisa Bekele's record hopes were dashed when he miscounted his laps in the men's 3,000m and staged his sprint finish a lap too soon. Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42. ""I didn't want to sit back and get out-kicked,"" said Cragg. ""So I kept on the pace. The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it. The race was mine."" Sweden's Carolina Kluft, the Olympic heptathlon champion, and Slovenia's Jolanda Ceplak had winning performances, too. Kluft took the long jump at 6.63m, while Ceplak easily won the women's 800m in 2:01.52."
Sports,"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.

Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes, the public and the media was a priority. ""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman. ""Getting everyone together gave us a lot of food for thought."" About 60 people attended Sunday's meeting in Monaco, including IAAF chief Lamine Diack and Namibian athlete Frankie Fredericks, now a member of the Athletes' Commission. ""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack. ""We are the leading Federation in this field and it is our duty to keep our sport clean."" The two task forces will report back to the IAAF Council, at its April meeting in Qatar."
Sports,"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.

He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.

""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time."""
Sports,"O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World Cross Country Championships in St Etienne.

Athletics Ireland have hinted that the 35-year-old Cobh runner may be included in the official line-up for the event in France on 19-20 March. Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio. The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin."
Sports,"Claxton hunting first major medal

British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.

The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. ""I am quite confident,"" said Claxton. ""But I take each race as it comes. ""As long as I keep up my training but not do too much I think there is a chance of a medal."" Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. Now, the Scotland-born athlete owns the equal fifth-fastest time in the world this year. And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.

For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. In previous seasons, the 25-year-old also contested the long jump but since moving from Colchester to London she has re-focused her attentions. Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March."
Sports,"McIlroy aiming for Madrid title

Northern Ireland man James McIlroy is confident he can win his first major title at this weekend's Spar European Indoor Championships in Madrid.

The 28-year-old has been in great form in recent weeks and will go in as one of the 800 metres favourites. ""I believe after my wins abroad and in our trial race in Sheffield, I can run my race from the front, back or middle,"" said McIlroy. New coach Tony Lester has helped get McIlroy's career back on track. The 28-year-old 800 metres runner has not always matched his promise with performances but believes his decision to change coaches and move base will bring the rewards. McIlroy now lives in Windsor and feels his career has been transformed by the no-nonsense leadership style of former Army sergeant Lester. Lester is better known for his work with 400m runners Roger Black and Mark Richardson in the past but under his guidance McIlroy has secured five wins this indoor season.

McIlroy now claims he is in his best shape since finishing fourth for Ireland at the outdoor European Championships in 1998. ""That was my last decent year,"" said McIlroy, who temporarily retired last August before returning to the sport under Lester's shrewd guidance. ""Before, every race was like trying to climb Mount Everest and I now know you can't do it on your own. ""Trying to succeed saw me sometimes standing half-dead and terrified on the starting line, which became a bit too much."" McIlroy, who was compared to the likes of Sebastian Coe, Steve Cram and Steve Ovett in his younger days, is now competing without the benefit of National Lottery funding. That situation could change if he maintains his current form and repeats the world-class times he produced in the 800m and 1000m at major races in Erfurt and Stuttgart earlier this season. Russian Dmitriy Bogdanov won at the same Madrid venue last week and then claimed the European Championship race would be between himself, Dutchman Arnoud Okken and Antonio Reina of Spain but McIlroy is unfazed.

He admitted: ""He looked quite good in his win and fair enough everyone has the right to their own opinion. ""I never write myself off and let's face it, I haven't or looked like being beaten this season."" And McIlroy, whose time of one minute 46.68seconds in Erfurt elevated him to sixth place on the UK All-Time list, is also already looking beyond Madrid. He said: ""I've been much more focused this year about my career and having such a good team around me has been very important. ""Ultimately of course, this weekend is a means to an end and that is getting prepared for the summer's world championships. ""That ambition has meant that I've had only two nights out since last August. The rest of my time has seen me just concentrating on rebuilding my career."""
Sports,"Edwards tips Idowu for Euro gold

World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phillips Idowu can take gold at the European Indoor Championships.

Idowu landed 17.30m at the British trials in Sheffield last month to lead the world triple jump rankings. ""It's all down to him, but if he jumps as well as he did in Sheffield he could win the gold medal,"" said Edwards. ""His ability is undoubted but all his best performances seem to happen in domestic meetings.""

Idowu made his breakthrough five years ago but so far has only a Commonwealth silver medal to his name. Edwards himself kept Idowu off top spot at the Manchester Games. But he believes the European Indoors in Madrid represent a chance for the 26-year-old to prove his credentials as Britain's top triple jumper. ""He has to start producing at international level and here is the beginning,"" said Edwards. ""Phillips still needs to be much more consistent. I'm sure a victory in Madrid will build up his confidence and self-belief that he can be best in the world."" The qualifying round of the men's triple jump in Madrid takes place on Friday with the final scheduled for Saturday. Olympic champion Christian Olsson will not be taking part as he is out for the entire indoor season with an ankle injury."
Finance ,"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln ."
Finance ,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .
Finance ,The company intends to raise production capacity in 2006 .
Finance ,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry ."
Finance ,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people ."
Finance ,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
Finance ,"Thereby , the company will expand its offering to North , Central and South America ."
Finance ,"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka ."
Finance ,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland ."
Finance ,The company has committed to further expanding the Apollo portfolio .
Finance ,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option ."
Finance ,"The contract covers installation , training and start-up services ."
Finance ,"The contract value amounts to about EUR11m , the company added ."
Finance ,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .
Finance ,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China ."
Finance ,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday ."
Finance ,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday ."
Finance ,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .
Finance ,To be number one means creating added value for stakeholders in everything we do .
Finance ,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit ."
Finance ,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH ."
Finance ,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR"
Finance ,- Provides summary of the medical equipment pipeline products that the company is developing .
Finance ,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar ."
Finance ,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said ."
Finance ,`` Residentialconstruction in particular has picked up in several markets .
Finance ,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .
Finance ,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .
Finance ,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today ."
Finance ,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania ."
Finance ,Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .
Finance ,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights ."
Finance ,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .
Finance ,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced ."
Finance ,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
Finance ,"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr ."
Finance ,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .
Finance ,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries ."
Finance ,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories ."
Finance ,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .
Finance ,"Cargotec 's share capital after the increase totals 64,046,460 euros ."
Finance ,"Cargotec 's share capital after the increase totals EUR 64,299,180 ."
Finance ,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % ."
Finance ,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .
Finance ,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 ."
Finance ,Estonia 's beer market overall grew three percent last year to 130 million liters .
Finance ,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .
Finance ,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .
Finance ,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .
Finance ,Following the increase the company+ˆEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .
Finance ,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ."
Finance ,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m ."
Finance ,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania ."
Finance ,It delivers a different user experience and enables us to widen the market we can address . ''
Finance ,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .
Finance ,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility ."
Finance ,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .
Finance ,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float ."
Finance ,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A ."
Finance ,Pohjola could increase its stake to 45 % in 2013 .
Health,"Biological therapeutics, also referred to as Biologicals, are those class of medicines which are grown and then purified from large-scale cell cultures of bacteria or yeast, or plant or animal cells. Biologicals are a diverse group of medicines which includes vaccines, growth factors, immune modulators, monoclonal antibodies, as well as products derived from human blood and plasma. What distinguishes biologicals from other medicines is that these are generally proteins purified from living culture systems or from blood, whereas other medicines are considered as ‘small molecules’ and are either made synthetically or purified from plants.

Due to the differences in their nature and how they are produced, biological therapeutics are regulated, tested, and controlled differently than other medicines. To help ensure their quality, safety, and efficacy, each batch of a biological therapeutic product must be tested extensively at each stage of production in order to ensure consistency with prior batches.  The use of WHO international reference standards helps to further ensure the consistency of a product across many batches as well as to allow the comparability of biologicals between manufacturers and/or countries.  The establishment of general requirements applicable across a diverse range of product classes governing starting materials, manufacturing and regulatory oversight is an essential aspect of this process. Whereas guidelines may be established for specific biologicals to help ."
Health,"Biological and toxin weapons are either microorganisms like virus, bacteria or fungi, or toxic substances produced by living organisms that are produced and released deliberately to cause disease and death in humans, animals or plants. 

Biological agents like anthrax, botulinum toxin and plague can pose a difficult public health challenge causing large numbers of deaths in a short amount of time. Biological agents which are capable of secondary transmission can lead to epidemics. An attack involving a biological agent may mimic a natural event, which may complicate the public health assessment and response. In case of war and conflict, high-threat pathogens laboratories can be targeted, which might lead to serious public health consequences.

Biological weapons form a subset of a larger class of weapons sometimes referred to as unconventional weapons or weapons of mass destruction, which also includes chemical, nuclear and radiological weapons. The use of biological agents is a serious concern, and the risk of using these agents in a terrorist attack is thought to be increasing."
Health,"Assistive technology enables and promotes inclusion and participation, especially of persons with disability, aging populations, and people with non-communicable diseases. The primary purpose of assistive products is to maintain or improve an individual’s functioning and independence, thereby promoting their well-being. They enable people to live healthy, productive, independent and dignified lives, and to participate in education, the labour market and civic life.

WHO estimates that today 2.5 billion people need one or more assistive products such as wheelchairs, hearing aids, or apps that support communication and cognition. With a global ageing population and a rise in noncommunicable diseases, this number will rise beyond 3.5 billion by 2050, with many older people needing two or more products as they age.

Examples of assistive products include hearing aids, wheelchairs, spectacles, prostheses and devices that support memory, among many others. While supporting independence and well-being, these products can also help to prevent or reduce the effects of secondary health conditions, such as lower limb amputation in people with diabetes. They can also reduce the need and impact on carers and mitigate the need for formal health and support services. Moreover, access to appropriate assistive products can have a tremendous impact on community development and economic growth.

Despite the global need and recognized benefits of assistive products, access to assistive products remains limited. Addressing this unmet need is essential to progress towards the achievement of the Sustainable Development Goals and realizing the Convention of the Rights of Persons with Disabilities. "
Health,"Antimicrobial resistance (AMR) threatens the effective prevention and treatment of an ever-increasing range of infections caused by bacteria, parasites, viruses and fungi.

AMR occurs when bacteria, viruses, fungi and parasites change over time and no longer respond to medicines making infections harder to treat and increasing the risk of disease spread, severe illness and death. As a result, the medicines become ineffective and infections persist in the body, increasing the risk of spread to others.

Antimicrobials - including antibiotics, antivirals, antifungals and antiparasitics - are medicines used to prevent and treat infections in humans, animals and plants. Microorganisms that develop antimicrobial resistance are sometimes referred to as “superbugs”."
Health,"Anaemia is a condition in which the number of red blood cells or the haemoglobin concentration within them is lower than normal. Haemoglobin is needed to carry oxygen and if you have too few or abnormal red blood cells, or not enough haemoglobin, there will be a decreased capacity of the blood to carry oxygen to the body’s tissues. This results in symptoms such as fatigue, weakness, dizziness and shortness of breath, among others. The optimal haemoglobin concentration required to meet physiologic needs varies by age, sex, elevation of residence, smoking habits and pregnancy status.  Anaemia may be caused by several factors: nutrient deficiencies through inadequate diets or inadequate absorption of nutrients, infections (e.g. malaria, parasitic infections, tuberculosis, HIV), inflammation, chronic diseases, gynaecological and obstetric conditions, and inherited red blood cell disorders. The most common nutritional cause of anaemia is iron deficiency, although deficiencies in folate, vitamins B12 and A are also important causes. 

Anaemia is a serious global public health problem that particularly affects young children, menstruating adolescent girls and women, and pregnant and postpartum women. WHO estimates that 40% of children 6–59 months of age, 37% of pregnant women, and 30% of women 15–49 years of age worldwide are anaemic."
Health,"Alcohol is a toxic and psychoactive substance with dependence producing properties. In many of today’s societies, alcoholic beverages are a routine part of the social landscape for many in the population. This is particularly true for those in social environments with high visibility and societal influence, nationally and internationally, where alcohol frequently accompanies socializing. In this context, it is easy to overlook or discount the health and social damage caused or contributed to by drinking.

Alcohol consumption contributes to 3 million deaths each year globally as well as to the disabilities and poor health of millions of people. Overall, harmful use of alcohol is responsible for 5.1% of the global burden of disease.

Harmful use of alcohol is accountable for 7.1% and 2.2% of the global burden of disease for males and females respectively. Alcohol is the leading risk factor for premature mortality and disability among those aged 15 to 49 years, accounting for 10% of all deaths in this age group. Disadvantaged and especially vulnerable populations have higher rates of alcohol-related death and hospitalization."
Health,"Air pollution is contamination of the indoor or outdoor environment by any chemical, physical or biological agent that modifies the natural characteristics of the atmosphere.

Household combustion devices, motor vehicles, industrial facilities and forest fires are common sources of air pollution. Pollutants of major public health concern include particulate matter, carbon monoxide, ozone, nitrogen dioxide and sulfur dioxide. Outdoor and indoor air pollution cause respiratory and other diseases and are important sources of morbidity and mortality. 

WHO data show that almost all of the global population (99%) breathe air that exceeds WHO guideline limits and contains high levels of pollutants, with low- and middle-income countries suffering from the highest exposures.

Air quality is closely linked to the earth’s climate and ecosystems globally. Many of the drivers of air pollution (i.e. combustion of fossil fuels) are also sources of greenhouse gas emissions. Policies to reduce air pollution, therefore, offer a win-win strategy for both climate and health, lowering the burden of disease attributable to air pollution, as well as contributing to the near- and long-term mitigation of climate change."
